CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,1,0,1,0,0,1,1,0,4,3,0,21,7,21,7,1,6,0,4
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,1,0,10,2,0,1,1,2,3,1,0,13,4,13,4,3,13,0,1
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,1,0,1,1,0,3,3,0,5,0,5,0,1,7,0,1
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,1,1,0,0,0,3,3,0,0,6,1,6,1,0,7,0,2
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,1,1,6,0,0,5,0,5,0,2,6,0,0
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,0,0,2,1,0,8,1,8,1,0,2,0,1
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,0,0,0,0,1,0,5,0,0,6,2,6,2,1,5,0,5
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,0,0,0,0,0,2,0,0,5,1,5,1,0,3,0,2
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,1,0,0,0,0,0,0,0,0,4,1,0,10,2,10,2,0,3,0,0
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,2,1,1,6,1,0,0,0,0,4,1,0,29,4,29,4,0,4,0,0
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,6,0,0,1,1,1,3,3,1,12,1,12,1,0,4,0,2
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,3,0,0,2,0,1,0,1,0,15,2,1,12,2,12,2,3,7,0,6
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,1,0,0,0,1,0,5,2,0,10,0,10,0,0,4,0,0
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,0,0,0,1,0,1,2,1,8,1,8,1,0,0,0,0
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,2,0,0,0,0,1,3,1,1,9,0,9,0,1,5,0,1
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,4,3,0,0,0,0,0,0,0,6,2,0,7,2,7,2,0,4,0,4
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,2,2,0,1,0,0,1,0,0,8,3,3,16,11,16,11,6,3,0,5
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,2,0,0,0,1,0,1,0,0,4,0,0,3,3,3,3,0,3,0,0
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,1,0,0,0,0,1,0,0,4,0,0,6,2,6,2,1,3,0,2
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,0,2,0,2,0,1,3,4,0,11,4,11,4,6,10,0,4
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,0,0,0,0,0,0,1,6,3,1,14,3,14,3,4,7,0,1
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,0,0,1,0,0,7,1,0,14,1,14,1,3,8,0,1
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,0,0,0,0,1,0,0,0,0,6,2,0,3,0,3,0,2,6,0,0
O-3.6.9,VENUSTIANO CARRANZA,MOCTEZUMA,1,0,1,2,1,0,0,0,0,7,0,2,19,2,19,2,3,4,0,2
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,8,1,5,0,0
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,3,0,0,2,0,0,8,0,0,4,2,4,2,2,5,0,0
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,0,0,0,0,0,0,2,0,0,10,0,10,0,1,16,0,0
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,1,0,0,0,0,0,1,0,5,0,0,6,1,6,1,1,5,0,0
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,3,0,1,0,0,3,0,0,0,5,0,5,0,1,1,0,0
O-3.6.9,VENUSTIANO CARRANZA,ZARAGOZA,0,0,0,7,3,0,1,0,3,2,0,0,12,3,12,3,0,3,0,1
O-3.6.9,XOCHIMILCO,LA NORIA,4,2,0,0,1,0,0,0,0,2,0,0,9,0,9,0,4,7,0,4
O-3.6.9,XOCHIMILCO,LA NORIA,1,2,0,0,0,0,0,0,0,0,1,0,4,1,4,1,1,4,0,3
O-3.6.9,XOCHIMILCO,LA NORIA,1,0,0,0,1,0,0,1,0,0,0,0,4,0,4,0,1,5,0,4
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,1,0,3,0,0,15,2,15,2,2,19,0,1
O-3.6.9,XOCHIMILCO,LA NORIA,3,1,0,0,1,1,0,3,0,0,2,0,17,1,17,1,7,23,0,3
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,3,11,0,3
O-3.6.9,XOCHIMILCO,LA NORIA,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,5,0,0
O-3.6.9,XOCHIMILCO,LA NORIA,1,0,0,0,0,1,0,2,0,4,3,1,7,0,7,0,1,6,0,2
O-3.6.9,XOCHIMILCO,LA NORIA,3,0,0,0,1,0,0,0,0,0,2,0,4,0,4,0,1,3,0,1
O-3.6.9,XOCHIMILCO,LA NORIA,0,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,1,10,0,2
O-3.6.9,XOCHIMILCO,TEPEPAN,1,0,0,0,3,0,0,0,0,0,0,0,8,2,8,2,0,12,0,1
O-3.6.9,XOCHIMILCO,TEPEPAN,1,0,0,0,1,0,1,1,0,1,2,0,6,0,6,0,2,9,0,4
O-3.6.9,XOCHIMILCO,TEPEPAN,5,2,0,0,0,1,0,2,0,1,2,1,15,4,15,4,6,12,0,5
O-3.6.9,XOCHIMILCO,TEPEPAN,3,0,0,0,0,1,0,0,1,5,0,1,19,5,19,5,3,12,0,8
O-3.6.9,XOCHIMILCO,TEPEPAN,9,2,0,0,2,1,1,3,3,13,2,2,50,14,50,14,5,32,0,11
O-3.6.9,XOCHIMILCO,TEPEPAN,6,0,0,0,0,0,0,3,1,2,8,0,16,0,16,0,10,26,0,10
O-3.6.9,XOCHIMILCO,TEPEPAN,1,3,0,0,4,1,3,1,0,5,8,0,10,2,10,2,4,14,0,5
O-3.6.9,XOCHIMILCO,TEPEPAN,5,1,0,0,2,1,0,0,0,6,1,0,15,1,15,1,12,24,0,9
O-3.6.9,XOCHIMILCO,TEPEPAN,0,1,0,0,1,0,1,0,1,7,2,1,11,3,11,3,1,20,0,3
O-3.6.9,XOCHIMILCO,TEPEPAN,5,0,0,0,0,0,0,0,0,1,8,1,17,1,17,1,9,14,0,5
